UserID,CourseID,Progress
100,5cc51ce3-73f5-4f6d-9c46-2254604480ab,76
101,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,76
102,c37a9df1-fb07-45bc-a071-069113649e76,8
103,c4ba97d7-2b58-4934-92f9-b654d088889c,11
104,8216d085-31a6-43c1-ae48-04697d62e08a,94
105,1f41dd68-a82f-4c5d-be70-ed45f0556e26,7
106,8216d085-31a6-43c1-ae48-04697d62e08a,78
107,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,96
108,facc38f2-b900-4366-8e0e-0e1e7e05517a,85
109,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,67
110,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,8
111,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,2
112,8216d085-31a6-43c1-ae48-04697d62e08a,17
113,db388d11-225b-4542-83ae-7ca408f82d9e,51
114,fe172375-f7a0-4765-b90c-b1c06bb93b71,77
115,1f41dd68-a82f-4c5d-be70-ed45f0556e26,96
116,c3c9276f-a4ba-41ab-9fbd-00abed968264,54
117,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,44
118,b84de32b-052d-4bc0-809f-11ba1f180880,87
119,8ccfaf98-f459-4f32-b91c-b65aa117d69f,72
120,fe172375-f7a0-4765-b90c-b1c06bb93b71,65
121,85d13dd6-8e15-4668-90c2-485b2df8834d,21
122,85d13dd6-8e15-4668-90c2-485b2df8834d,99
123,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,11
124,c4ba97d7-2b58-4934-92f9-b654d088889c,87
125,facc38f2-b900-4366-8e0e-0e1e7e05517a,40
126,c9b62178-88ee-4a25-b7c2-17e53707f33c,12
127,fe172375-f7a0-4765-b90c-b1c06bb93b71,17
128,8ccfaf98-f459-4f32-b91c-b65aa117d69f,34
129,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,58
130,c37a9df1-fb07-45bc-a071-069113649e76,95
131,c4ba97d7-2b58-4934-92f9-b654d088889c,33
132,00e408ed-4f87-4d4e-b28d-29f4acd9f395,14
133,85d13dd6-8e15-4668-90c2-485b2df8834d,77
134,b84de32b-052d-4bc0-809f-11ba1f180880,91
135,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,87
136,c4ba97d7-2b58-4934-92f9-b654d088889c,1
137,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,89
138,8ccfaf98-f459-4f32-b91c-b65aa117d69f,11
139,c37a9df1-fb07-45bc-a071-069113649e76,21
140,8216d085-31a6-43c1-ae48-04697d62e08a,22
141,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,16
142,b84de32b-052d-4bc0-809f-11ba1f180880,61
143,c37a9df1-fb07-45bc-a071-069113649e76,72
144,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,86
145,facc38f2-b900-4366-8e0e-0e1e7e05517a,46
146,c37a9df1-fb07-45bc-a071-069113649e76,28
147,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,21
148,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,49
149,c37a9df1-fb07-45bc-a071-069113649e76,9
150,00e408ed-4f87-4d4e-b28d-29f4acd9f395,25
151,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,68
152,1f41dd68-a82f-4c5d-be70-ed45f0556e26,10
153,b84de32b-052d-4bc0-809f-11ba1f180880,52
154,c4ba97d7-2b58-4934-92f9-b654d088889c,2
155,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,40
156,b84de32b-052d-4bc0-809f-11ba1f180880,28
157,facc38f2-b900-4366-8e0e-0e1e7e05517a,23
158,00e408ed-4f87-4d4e-b28d-29f4acd9f395,68
159,c37a9df1-fb07-45bc-a071-069113649e76,76
160,00e408ed-4f87-4d4e-b28d-29f4acd9f395,57
161,8ccfaf98-f459-4f32-b91c-b65aa117d69f,70
162,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,38
163,fe172375-f7a0-4765-b90c-b1c06bb93b71,18
164,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,71
165,facc38f2-b900-4366-8e0e-0e1e7e05517a,76
166,b84de32b-052d-4bc0-809f-11ba1f180880,22
167,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,61
168,8ccfaf98-f459-4f32-b91c-b65aa117d69f,33
169,facc38f2-b900-4366-8e0e-0e1e7e05517a,51
170,00e408ed-4f87-4d4e-b28d-29f4acd9f395,45
171,85d13dd6-8e15-4668-90c2-485b2df8834d,98
172,db388d11-225b-4542-83ae-7ca408f82d9e,72
173,facc38f2-b900-4366-8e0e-0e1e7e05517a,29
174,1f41dd68-a82f-4c5d-be70-ed45f0556e26,67
175,8216d085-31a6-43c1-ae48-04697d62e08a,0
176,b84de32b-052d-4bc0-809f-11ba1f180880,48
177,c4ba97d7-2b58-4934-92f9-b654d088889c,84
178,1f41dd68-a82f-4c5d-be70-ed45f0556e26,44
179,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,75
180,c37a9df1-fb07-45bc-a071-069113649e76,70
181,8216d085-31a6-43c1-ae48-04697d62e08a,60
182,b84de32b-052d-4bc0-809f-11ba1f180880,36
183,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,36
184,f2e42db3-d730-40e0-9f97-0237130039b8,39
185,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,60
186,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,47
187,facc38f2-b900-4366-8e0e-0e1e7e05517a,27
188,8ccfaf98-f459-4f32-b91c-b65aa117d69f,39
189,c3c9276f-a4ba-41ab-9fbd-00abed968264,87
190,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,35
191,c37a9df1-fb07-45bc-a071-069113649e76,36
192,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,34
193,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,5
194,b84de32b-052d-4bc0-809f-11ba1f180880,17
195,8216d085-31a6-43c1-ae48-04697d62e08a,8
196,db388d11-225b-4542-83ae-7ca408f82d9e,95
197,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,45
198,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,17
199,c37a9df1-fb07-45bc-a071-069113649e76,63
200,c4ba97d7-2b58-4934-92f9-b654d088889c,44
201,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,18
202,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,78
203,db388d11-225b-4542-83ae-7ca408f82d9e,66
204,c4ba97d7-2b58-4934-92f9-b654d088889c,61
205,8ccfaf98-f459-4f32-b91c-b65aa117d69f,56
206,db388d11-225b-4542-83ae-7ca408f82d9e,20
207,8216d085-31a6-43c1-ae48-04697d62e08a,84
208,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,16
209,f2e42db3-d730-40e0-9f97-0237130039b8,33
210,facc38f2-b900-4366-8e0e-0e1e7e05517a,35
211,5cc51ce3-73f5-4f6d-9c46-2254604480ab,0
212,c4ba97d7-2b58-4934-92f9-b654d088889c,81
213,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,9
214,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,54
215,c9b62178-88ee-4a25-b7c2-17e53707f33c,69
216,00e408ed-4f87-4d4e-b28d-29f4acd9f395,43
217,c4ba97d7-2b58-4934-92f9-b654d088889c,17
218,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,11
219,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,93
220,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,65
221,85d13dd6-8e15-4668-90c2-485b2df8834d,55
222,1f41dd68-a82f-4c5d-be70-ed45f0556e26,81
223,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,82
224,00e408ed-4f87-4d4e-b28d-29f4acd9f395,63
225,8216d085-31a6-43c1-ae48-04697d62e08a,60
226,c3c9276f-a4ba-41ab-9fbd-00abed968264,23
227,c3c9276f-a4ba-41ab-9fbd-00abed968264,33
228,c9b62178-88ee-4a25-b7c2-17e53707f33c,26
229,8ccfaf98-f459-4f32-b91c-b65aa117d69f,75
230,5cc51ce3-73f5-4f6d-9c46-2254604480ab,100
231,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,6
232,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,13
233,1f41dd68-a82f-4c5d-be70-ed45f0556e26,94
234,fe172375-f7a0-4765-b90c-b1c06bb93b71,63
235,c9b62178-88ee-4a25-b7c2-17e53707f33c,44
236,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,28
237,8ccfaf98-f459-4f32-b91c-b65aa117d69f,69
238,db388d11-225b-4542-83ae-7ca408f82d9e,60
239,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,8
240,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,44
241,f2e42db3-d730-40e0-9f97-0237130039b8,27
242,db388d11-225b-4542-83ae-7ca408f82d9e,14
243,1f41dd68-a82f-4c5d-be70-ed45f0556e26,0
244,facc38f2-b900-4366-8e0e-0e1e7e05517a,9
245,facc38f2-b900-4366-8e0e-0e1e7e05517a,53
246,b84de32b-052d-4bc0-809f-11ba1f180880,96
247,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,85
248,8216d085-31a6-43c1-ae48-04697d62e08a,73
249,8216d085-31a6-43c1-ae48-04697d62e08a,42
250,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,87
251,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,83
252,85d13dd6-8e15-4668-90c2-485b2df8834d,100
253,8ccfaf98-f459-4f32-b91c-b65aa117d69f,73
254,8216d085-31a6-43c1-ae48-04697d62e08a,11
255,1f41dd68-a82f-4c5d-be70-ed45f0556e26,78
256,c37a9df1-fb07-45bc-a071-069113649e76,90
257,b84de32b-052d-4bc0-809f-11ba1f180880,68
258,85d13dd6-8e15-4668-90c2-485b2df8834d,2
259,5cc51ce3-73f5-4f6d-9c46-2254604480ab,7
260,8216d085-31a6-43c1-ae48-04697d62e08a,60
261,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,84
262,8216d085-31a6-43c1-ae48-04697d62e08a,73
263,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,70
264,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,55
265,f2e42db3-d730-40e0-9f97-0237130039b8,58
266,c9b62178-88ee-4a25-b7c2-17e53707f33c,82
267,c37a9df1-fb07-45bc-a071-069113649e76,73
268,db388d11-225b-4542-83ae-7ca408f82d9e,30
269,facc38f2-b900-4366-8e0e-0e1e7e05517a,78
270,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,92
271,5cc51ce3-73f5-4f6d-9c46-2254604480ab,48
272,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,11
273,5cc51ce3-73f5-4f6d-9c46-2254604480ab,2
274,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,30
275,facc38f2-b900-4366-8e0e-0e1e7e05517a,62
276,5cc51ce3-73f5-4f6d-9c46-2254604480ab,68
277,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,63
278,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,68
279,b84de32b-052d-4bc0-809f-11ba1f180880,58
280,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,79
281,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,41
282,b84de32b-052d-4bc0-809f-11ba1f180880,17
283,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,20
284,facc38f2-b900-4366-8e0e-0e1e7e05517a,17
285,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,94
286,c3c9276f-a4ba-41ab-9fbd-00abed968264,36
287,00e408ed-4f87-4d4e-b28d-29f4acd9f395,41
288,8216d085-31a6-43c1-ae48-04697d62e08a,29
289,c9b62178-88ee-4a25-b7c2-17e53707f33c,20
290,b84de32b-052d-4bc0-809f-11ba1f180880,36
291,db388d11-225b-4542-83ae-7ca408f82d9e,70
292,f2e42db3-d730-40e0-9f97-0237130039b8,99
293,c37a9df1-fb07-45bc-a071-069113649e76,6
294,facc38f2-b900-4366-8e0e-0e1e7e05517a,67
295,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,53
296,c3c9276f-a4ba-41ab-9fbd-00abed968264,79
297,fe172375-f7a0-4765-b90c-b1c06bb93b71,72
298,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,52
299,facc38f2-b900-4366-8e0e-0e1e7e05517a,14
300,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,46
301,c4ba97d7-2b58-4934-92f9-b654d088889c,3
302,8ccfaf98-f459-4f32-b91c-b65aa117d69f,22
303,1f41dd68-a82f-4c5d-be70-ed45f0556e26,18
304,c37a9df1-fb07-45bc-a071-069113649e76,57
305,8216d085-31a6-43c1-ae48-04697d62e08a,67
306,fe172375-f7a0-4765-b90c-b1c06bb93b71,52
307,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,70
308,c9b62178-88ee-4a25-b7c2-17e53707f33c,75
309,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,1
310,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,36
311,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,32
312,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,41
313,00e408ed-4f87-4d4e-b28d-29f4acd9f395,84
314,facc38f2-b900-4366-8e0e-0e1e7e05517a,38
315,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,69
316,1f41dd68-a82f-4c5d-be70-ed45f0556e26,51
317,facc38f2-b900-4366-8e0e-0e1e7e05517a,2
318,1f41dd68-a82f-4c5d-be70-ed45f0556e26,30
319,c4ba97d7-2b58-4934-92f9-b654d088889c,61
320,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,50
321,5cc51ce3-73f5-4f6d-9c46-2254604480ab,8
322,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,46
323,1f41dd68-a82f-4c5d-be70-ed45f0556e26,82
324,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,9
325,1f41dd68-a82f-4c5d-be70-ed45f0556e26,88
326,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,25
327,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,70
328,8ccfaf98-f459-4f32-b91c-b65aa117d69f,95
329,8ccfaf98-f459-4f32-b91c-b65aa117d69f,80
330,f2e42db3-d730-40e0-9f97-0237130039b8,98
331,85d13dd6-8e15-4668-90c2-485b2df8834d,66
332,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,65
333,fe172375-f7a0-4765-b90c-b1c06bb93b71,67
334,db388d11-225b-4542-83ae-7ca408f82d9e,94
335,8ccfaf98-f459-4f32-b91c-b65aa117d69f,68
336,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,27
337,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,51
338,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,79
339,00e408ed-4f87-4d4e-b28d-29f4acd9f395,77
340,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,78
341,db388d11-225b-4542-83ae-7ca408f82d9e,74
342,1f41dd68-a82f-4c5d-be70-ed45f0556e26,53
343,8ccfaf98-f459-4f32-b91c-b65aa117d69f,11
344,b84de32b-052d-4bc0-809f-11ba1f180880,82
345,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,60
346,85d13dd6-8e15-4668-90c2-485b2df8834d,30
347,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,42
348,b84de32b-052d-4bc0-809f-11ba1f180880,30
349,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,0
350,00e408ed-4f87-4d4e-b28d-29f4acd9f395,58
351,c4ba97d7-2b58-4934-92f9-b654d088889c,98
352,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,65
353,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,100
354,85d13dd6-8e15-4668-90c2-485b2df8834d,21
355,c9b62178-88ee-4a25-b7c2-17e53707f33c,83
356,db388d11-225b-4542-83ae-7ca408f82d9e,28
357,5cc51ce3-73f5-4f6d-9c46-2254604480ab,60
358,8ccfaf98-f459-4f32-b91c-b65aa117d69f,58
359,facc38f2-b900-4366-8e0e-0e1e7e05517a,82
360,b84de32b-052d-4bc0-809f-11ba1f180880,70
361,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,30
362,85d13dd6-8e15-4668-90c2-485b2df8834d,36
363,b84de32b-052d-4bc0-809f-11ba1f180880,54
364,85d13dd6-8e15-4668-90c2-485b2df8834d,19
363,c3c9276f-a4ba-41ab-9fbd-00abed968264,11
362,8216d085-31a6-43c1-ae48-04697d62e08a,66
362,c9b62178-88ee-4a25-b7c2-17e53707f33c,95
362,c37a9df1-fb07-45bc-a071-069113649e76,23
362,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,44
362,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,11
362,c3c9276f-a4ba-41ab-9fbd-00abed968264,67
362,facc38f2-b900-4366-8e0e-0e1e7e05517a,35
362,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,47
362,00e408ed-4f87-4d4e-b28d-29f4acd9f395,21
362,5cc51ce3-73f5-4f6d-9c46-2254604480ab,86
362,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,11
362,fe172375-f7a0-4765-b90c-b1c06bb93b71,89
361,8216d085-31a6-43c1-ae48-04697d62e08a,25
361,00e408ed-4f87-4d4e-b28d-29f4acd9f395,85
360,85d13dd6-8e15-4668-90c2-485b2df8834d,21
359,b84de32b-052d-4bc0-809f-11ba1f180880,25
359,c3c9276f-a4ba-41ab-9fbd-00abed968264,74
359,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,32
359,1f41dd68-a82f-4c5d-be70-ed45f0556e26,13
359,5cc51ce3-73f5-4f6d-9c46-2254604480ab,86
359,8216d085-31a6-43c1-ae48-04697d62e08a,64
358,b84de32b-052d-4bc0-809f-11ba1f180880,37
358,85d13dd6-8e15-4668-90c2-485b2df8834d,21
357,c9b62178-88ee-4a25-b7c2-17e53707f33c,95
357,8216d085-31a6-43c1-ae48-04697d62e08a,47
357,fe172375-f7a0-4765-b90c-b1c06bb93b71,46
357,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,31
357,c37a9df1-fb07-45bc-a071-069113649e76,98
357,8ccfaf98-f459-4f32-b91c-b65aa117d69f,86
357,85d13dd6-8e15-4668-90c2-485b2df8834d,91
357,b84de32b-052d-4bc0-809f-11ba1f180880,57
357,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,18
357,00e408ed-4f87-4d4e-b28d-29f4acd9f395,65
357,d8477f93-a4c1-4721-b6f9-0a98a1a6dad8,63
357,c4ba97d7-2b58-4934-92f9-b654d088889c,29
357,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,100
356,c9b62178-88ee-4a25-b7c2-17e53707f33c,69
356,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,55
356,85d13dd6-8e15-4668-90c2-485b2df8834d,97
356,1f41dd68-a82f-4c5d-be70-ed45f0556e26,23
356,f2e42db3-d730-40e0-9f97-0237130039b8,92
356,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,92
356,3ba5a5bb-1903-45b7-ba9b-bf157a0a31e5,78
356,c37a9df1-fb07-45bc-a071-069113649e76,42
356,b84de32b-052d-4bc0-809f-11ba1f180880,14
356,00e408ed-4f87-4d4e-b28d-29f4acd9f395,75
356,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,11
356,8216d085-31a6-43c1-ae48-04697d62e08a,88
355,5cc51ce3-73f5-4f6d-9c46-2254604480ab,88
355,b84de32b-052d-4bc0-809f-11ba1f180880,14
355,00e408ed-4f87-4d4e-b28d-29f4acd9f395,50
355,8216d085-31a6-43c1-ae48-04697d62e08a,11
354,c9b62178-88ee-4a25-b7c2-17e53707f33c,63
354,c3c9276f-a4ba-41ab-9fbd-00abed968264,66
354,b84de32b-052d-4bc0-809f-11ba1f180880,74
354,db388d11-225b-4542-83ae-7ca408f82d9e,52
354,facc38f2-b900-4366-8e0e-0e1e7e05517a,0
354,1f41dd68-a82f-4c5d-be70-ed45f0556e26,53
354,00e408ed-4f87-4d4e-b28d-29f4acd9f395,36
354,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,40
354,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,87
353,8ccfaf98-f459-4f32-b91c-b65aa117d69f,67
353,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,25
353,fe172375-f7a0-4765-b90c-b1c06bb93b71,26
353,c4ba97d7-2b58-4934-92f9-b654d088889c,93
353,facc38f2-b900-4366-8e0e-0e1e7e05517a,53
353,f8ae8ab1-6aa7-4ed1-8ed1-5118decbbc54,78
352,00e408ed-4f87-4d4e-b28d-29f4acd9f395,55
352,fe172375-f7a0-4765-b90c-b1c06bb93b71,57
352,f2e42db3-d730-40e0-9f97-0237130039b8,97
352,5cc51ce3-73f5-4f6d-9c46-2254604480ab,3
352,1f40815d-89d8-4274-8b9c-e61ab30a3b2b,31
352,c3c9276f-a4ba-41ab-9fbd-00abed968264,27
352,8216d085-31a6-43c1-ae48-04697d62e08a,95
352,85d13dd6-8e15-4668-90c2-485b2df8834d,68
352,c37a9df1-fb07-45bc-a071-069113649e76,73
351,2b6be246-aea5-4dfd-b6f1-845c78c94b3d,76
351,fe172375-f7a0-4765-b90c-b1c06bb93b71,58
351,fcc4eca3-0d3b-4767-a7ba-65ad469d80be,97
